"year","variant","sector","sector_name","unconstrained_output_change_Rbn","hard_output_change_Rbn"
2040,"hospitality_only","S53","Alimentação",170.8450353951,170.156285610943
2040,"hospitality_only","S59","Atividades imobiliárias",398.529577281765,395.322184724963
2040,"hospitality_only","S66","Administração pública, defesa e seguridade social",529.007322407447,527.464965942303
2040,"hospitality_only","S67","Educação pública",215.443046719869,215.379386572847
2040,"hospitality_only","S68","Educação privada",89.2754247254755,88.5148322229868
2040,"hospitality_only","S69","Saúde pública",124.224351594533,124.220672952042
2040,"hospitality_only","S70","Saúde privada",185.571438267784,185.563862917694
2045,"current","S52","Alojamento",25.1818246051724,24.5365017896124
2045,"current","S53","Alimentação",244.348841239269,243.394164288783
2045,"current","S59","Atividades imobiliárias",566.374630362782,562.347153421017
2045,"current","S66","Administração pública, defesa e seguridade social",757.628032251898,755.602634240263
2045,"current","S67","Educação pública",309.358579321439,309.282430549508
2045,"current","S68","Educação privada",126.96693178577,126.01821480203
2045,"current","S69","Saúde pública",178.540654279002,178.536603361731
2045,"current","S70","Saúde privada",266.739276381296,266.729766553234
2045,"no_real_estate","S52","Alojamento",25.1817945120979,24.5364761250577
2045,"no_real_estate","S53","Alimentação",244.348745820018,243.394115731655
2045,"no_real_estate","S59","Atividades imobiliárias",566.374286297383,562.346973228904
2045,"no_real_estate","S66","Administração pública, defesa e seguridade social",757.627840399413,755.60252731673
2045,"no_real_estate","S67","Educação pública",309.358555216355,309.282424375396
2045,"no_real_estate","S68","Educação privada",126.966844096333,126.018174329421
2045,"no_real_estate","S69","Saúde pública",178.540652154805,178.536602887358
2045,"no_real_estate","S70","Saúde privada",266.739275535039,266.729766121018
2045,"hospitality_only","S52","Alojamento",25.1809154665821,24.5360725441842
2045,"hospitality_only","S53","Alimentação",244.346075104031,243.39335215994
2045,"hospitality_only","S59","Atividades imobiliárias",566.366634789414,562.34413966754
2045,"hospitality_only","S66","Administração pública, defesa e seguridade social",757.62360914226,755.600845920207
2045,"hospitality_only","S67","Educação pública",309.357946661867,309.282327286091
2045,"hospitality_only","S68","Educação privada",126.964870501641,126.01753788857
2045,"hospitality_only","S69","Saúde pública",178.540597602438,178.536595427743
2045,"hospitality_only","S70","Saúde privada",266.73925658628,266.729759324322
2050,"current","S52","Alojamento",34.3146775204654,33.2377461631798
2050,"current","S53","Alimentação",329.923033951779,328.35907569302
2050,"current","S59","Atividades imobiliárias",765.869347926773,759.079936927499
2050,"current","S66","Administração pública, defesa e seguridade social",1023.0732674833,1019.62524547918
2050,"current","S67","Educação pública",417.512078093272,417.374881079454
2050,"current","S68","Educação privada",171.677918548163,170.071967255138
2050,"current","S69","Saúde pública",240.919825317761,240.911984273754
2050,"current","S70","Saúde privada",359.926705340867,359.91065266986
2050,"no_real_estate","S52","Alojamento",34.3146244067716,33.2377075370827
2050,"no_real_estate","S53","Alimentação",329.922871707912,328.35900261276
2050,"no_real_estate","S59","Atividades imobiliárias",765.868874059029,759.079665731753
2050,"no_real_estate","S66","Administração pública, defesa e seguridade social",1023.07297671096,1019.62508455533
2050,"no_real_estate","S67","Educação pública",417.512041776266,417.374871787187
2050,"no_real_estate","S68","Educação privada",171.677779924525,170.071906342375
2050,"no_real_estate","S69","Saúde pública",240.919822146018,240.911983559805
2050,"no_real_estate","S70","Saúde privada",359.926704168542,359.910652019359
2050,"hospitality_only","S52","Alojamento",34.3130604117181,33.2370996938361
2050,"hospitality_only","S53","Alimentação",329.91828741604,328.357852578305
2050,"hospitality_only","S59","Atividades imobiliárias",765.858597011697,759.07539803412
2050,"hospitality_only","S66","Administração pública, defesa e seguridade social",1023.06651169773,1019.62255216198
2050,"hospitality_only","S67","Educação pública",417.511123083418,417.374725558557
2050,"hospitality_only","S68","Educação privada",171.674606577113,170.070947782893
2050,"hospitality_only","S69","Saúde pública",240.919740650347,240.911972324692
2050,"hospitality_only","S70","Saúde privada",359.926678499569,359.910641782684
