"year","cod","sector","baseline_dx_Rm","rewiring_dx_Rm","unconstrained_dx_Rm","ndc_target_dx_Rm","hard_constrained_dx_Rm","current_engine3_dx_Rm","rewiring_effect_Rm","investment_effect_after_rewiring_Rm","required_constraint_adjustment_Rm","balancing_final_demand_Rm","hard_constraint_error_Rm","current_engine3_error_Rm"
2035,"S28","Fabricação de produtos de minerais não-metálicos",32918.4802441483,32947.4091397155,62169.4291655361,44948.0304957596,44948.0304957596,101620.287350372,28.9288955672964,29222.0200258205,-17221.3986697765,-14926.1627786778,0,56672.256854612
2040,"S05","Extração de petróleo e gás, inclusive as atividades de apoio",146583.502193735,115439.091447945,122411.076435778,12554.2159325224,12554.2159325224,48136.9578985504,-31144.4107457896,6971.98498783256,-109856.860503255,-52535.8783564274,0.0000000000163709046319127,35582.741966028
2040,"S19","Derivados de petróleo",269931.331654147,223738.704449558,251836.765234908,-64727.041098087,-64727.0410980869,76031.6614153691,-46192.6272045886,28098.0607853499,-316563.806332995,-250364.402041438,0.0000000000873114913702011,140758.702513456
2040,"S40","Geração centralizada de energia elétrica",147343.399614896,156346.965346803,170783.397463515,165028.173640076,165028.173640076,257026.593398649,9003.5657319068,14436.4321167123,-5755.22382343898,205.292450314994,0,91998.4197585733
2040,"S42","Transmissão",10643.6850098936,11290.5195225455,65854.7424540423,11930.7078085858,11930.7078085858,72098.2051586515,646.834512651976,54564.2229314967,-53924.0346454565,-53508.4474797245,0.00000000000909494701772928,60167.4973500657
2040,"S22","Fabricação de biocombustíveis",33347.3218561735,77350.1532005839,84613.3054580653,23882.2612254909,23882.2612254909,65653.8621984283,44002.8313444104,7263.15225748144,-60731.0442325744,8106.47834034464,0.0000000000181898940354586,41771.6009729374
2040,"S20","Biodiesel",6352.30749501553,12301.4575909237,14011.7476624378,2931.61278749431,2931.61278749431,15399.4877082879,5949.15009590814,1710.2900715141,-11080.1348749435,-9238.62092742705,-0.000000000000909494701772928,12467.8749207936
2040,"S43","Gás Natural",20036.5223452965,13214.1217856799,15503.2746276009,15468.7709348335,15468.7709348335,27938.2132926361,-6822.40055961661,2289.15284192097,-34.5036927673646,1036.31481290404,0,12469.4423578026
2040,"S29","Produção de ferro-gusa/ferroligas, siderurgia e tubos de aço sem costura",86424.3030330187,85848.969073847,126835.492590235,100610.479763139,100610.479763139,191192.331210488,-575.33395917165,40986.5235163879,-26225.0128270961,-19868.0111678211,0,90581.8514473492
2040,"S28","Fabricação de produtos de minerais não-metálicos",51365.2612495535,51602.0050126001,79563.9811430177,46537.9925328084,46537.9925328084,117451.81112533,236.74376304663,27961.9761304176,-33025.9886102093,-29117.5979300434,0.00000000000727595761418343,70913.818592522
2045,"S05","Extração de petróleo e gás, inclusive as atividades de apoio",210710.671212578,163526.734961175,167784.038508656,-51562.6882383065,-51562.6882383065,-8071.52230509637,-47183.9362514031,4257.30354748102,-219346.726746963,-153414.913282215,0,43491.1659332101
2045,"S19","Derivados de petróleo",388020.556358227,309713.808225371,326896.012506446,-23442.7564745793,-23442.7564745792,144848.670406916,-78306.7481328559,17182.2042810745,-350338.768981025,-277045.448129563,0.0000000000472937244921923,168291.426881495
2045,"S40","Geração centralizada de energia elétrica",211803.007616534,230791.762220216,240927.593078458,180355.867786213,180355.867786213,307743.285037104,18988.7546036812,10135.8308582423,-60571.7252922447,-41263.6610983585,0,127387.41725089
2045,"S42","Transmissão",15300.0711474732,16664.120622117,23754.4098231704,13038.823084925,13038.823084925,28597.2320170744,1364.04947464386,7090.28920105333,-10715.5867382454,-6362.55899704122,-0.00000000000181898940354586,15558.4089321494
2045,"S22","Fabricação de biocombustíveis",47936.0669263402,114364.489067378,118907.802511105,41404.6149539228,41404.6149539228,98084.471498045,66428.422141038,4543.31344372639,-77503.1875571817,793.300389766334,0.0000000000145519152283669,56679.8565441222
2045,"S20","Biodiesel",9131.30711158997,19486.8376069984,20473.1518768482,7735.39011350429,7735.3901135043,25880.9675976015,10355.5304954084,986.314269849845,-12737.7617633439,-10277.4517750692,0.00000000000545696821063757,18145.5774840972
2045,"S43","Gás Natural",28802.0753287999,16532.9891855415,17702.9241145604,28814.1488755749,28814.1488755749,42634.3276125646,-12269.0861432584,1169.93492901881,11111.2247610146,12253.8559160251,0,13820.1787369897
2045,"S29","Produção de ferro-gusa/ferroligas, siderurgia e tubos de aço sem costura",124233.100100845,123387.395655415,140463.94944233,128640.14268404,128640.14268404,217000.486314925,-845.704445430005,17076.5537869151,-11823.8067582899,-4561.16065954665,0,88360.3436308852
2045,"S28","Fabricação de produtos de minerais não-metálicos",73836.4721331201,74235.6134928527,91915.1444487351,52269.7075305645,52269.7075305645,131746.371149347,399.141359732603,17679.5309558824,-39645.4369181707,-34907.7868405151,0,79476.6636187827
2050,"S05","Extração de petróleo e gás, inclusive as atividades de apoio",284320.945748558,181850.567658537,188531.593587035,-130704.74769412,-130704.74769412,-89088.9798551285,-102470.378090021,6681.02592849862,-319236.341281155,-275569.295658037,0,41615.7678389911
2050,"S19","Derivados de petróleo",523572.77834473,337747.757244902,387306.797295214,-47964.5451778693,-47964.5451778692,148523.562330181,-185825.021099828,49559.0400503129,-435271.342473084,-383402.201336607,0.000000000050931703299284,196488.10750805
2050,"S40","Geração centralizada de energia elétrica",285794.882107172,328270.506362017,351666.881563145,195264.447961933,195264.447961933,392296.61011623,42475.6242548447,23396.3752011278,-156402.433601212,-108836.088888186,-0.0000000000582076609134674,197032.162154298
2050,"S42","Transmissão",20645.042197607,23696.2273753967,33190.2933642048,14116.6385269435,14116.6385269435,36144.8958159832,3051.18517778963,9494.0659888081,-19073.6548372613,-7835.76391748437,-0.00000000000545696821063757,22028.2572890397
2050,"S22","Fabricação de biocombustíveis",64682.1910135399,213228.58838572,235407.043858647,66386.3118901981,66386.3118901981,186938.794712922,148546.397372181,22178.455472927,-169020.731968449,7319.59270987397,0,120552.482822724
2050,"S20","Biodiesel",12321.2643144616,46060.8656632064,49341.8849354989,41979.835348158,41979.835348158,86523.6517751607,33739.6013487448,3281.01927229248,-7362.04958734091,-693.649063400919,0,44543.8164270027
2050,"S43","Gás Natural",38863.8755212543,17276.979879954,18663.0055409129,46371.061990931,46371.061990931,60207.3608454777,-21586.8956413004,1386.02566095894,27708.0564500181,29408.3522653359,0,13836.2988545467
2050,"S29","Produção de ferro-gusa/ferroligas, siderurgia e tubos de aço sem costura",167633.05014729,165833.872760771,195749.479938169,157018.682909839,157018.682909839,282855.178683529,-1799.17738651927,29915.6071773982,-38730.7970283305,-25239.4101336957,0,125836.49577369
2050,"S28","Fabricação de produtos de minerais não-metálicos",99630.7185906422,100540.221987071,133448.785297521,56464.4592258401,56464.4592258401,172992.668320396,909.503396428991,32908.5633104499,-76984.326071681,-67684.8894539244,0,116528.209094556
